연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
187,주말,4,409,당고개,승차,158,159,217,517,675,631,554,587,621,686,665,587,517,416,291,236,209,130,42,0
188,주말,4,409,당고개,하차,0,329,184,194,313,432,326,412,517,471,479,517,564,509,427,546,443,455,345,73
189,주말,4,410,상계,승차,231,302,339,564,777,898,736,884,916,985,817,747,664,625,465,389,266,265,72,1
190,주말,4,410,상계,하차,12,439,147,247,439,582,432,540,585,700,663,745,940,867,649,635,655,630,576,41
191,주말,4,411,노원,승차,278,357,366,816,540,773,656,899,913,1002,1005,1316,929,827,756,763,823,681,352,2
192,주말,4,411,노원,하차,32,438,194,266,471,642,622,809,961,1148,1245,1159,1237,1377,1134,894,841,774,648,60
193,주말,4,412,창동,승차,365,400,352,597,896,1152,938,1138,1296,1285,1216,1069,1060,926,653,598,514,425,183,18
194,주말,4,412,창동,하차,92,326,295,652,638,837,758,822,1126,1077,1296,1377,1327,1136,1167,976,965,863,764,121
195,주말,4,413,쌍문,승차,346,538,570,941,1218,1504,1279,1289,1548,1487,1241,1213,1045,867,677,624,454,309,127,0
196,주말,4,413,쌍문,하차,26,330,309,428,518,695,659,702,928,1003,950,1131,1286,1250,1098,1143,1127,1135,828,6
197,주말,4,414,수유(강북구청),승차,468,680,742,1241,1640,1884,1592,1911,1954,1817,1853,1823,1800,1462,1244,1030,959,702,303,0
198,주말,4,414,수유(강북구청),하차,72,479,431,652,882,1033,960,1132,1453,1579,1616,1906,2007,2099,1752,1634,1681,1607,1164,0
199,주말,4,415,미아(서울사이버대학),승차,176,225,294,460,690,793,616,965,934,784,660,678,560,463,373,283,237,151,92,0
200,주말,4,415,미아(서울사이버대학),하차,33,171,123,211,327,628,456,422,525,559,629,649,720,680,580,527,587,609,417,0
201,주말,4,416,미아사거리,승차,291,432,469,754,1083,1106,1073,1203,1464,1379,1393,1230,1171,996,833,687,597,451,213,0
202,주말,4,416,미아사거리,하차,44,309,231,376,562,671,729,780,987,1028,1239,1326,1569,1315,1297,1044,1091,1005,612,0
203,주말,4,417,길음,승차,249,292,318,533,795,942,836,1068,1214,1050,1088,958,906,697,519,428,291,267,97,0
204,주말,4,417,길음,하차,66,279,218,324,513,676,554,624,708,848,833,846,1002,932,824,814,788,840,555,0
205,주말,4,418,성신여대입구(돈암),승차,133,260,295,460,663,707,826,1002,1180,1115,1036,1059,1075,868,853,680,751,652,269,0
206,주말,4,418,성신여대입구(돈암),하차,38,237,209,300,525,661,615,708,764,1009,929,1157,1132,1204,1030,784,844,868,487,0
207,주말,4,419,한성대입구(삼선교),승차,133,156,168,302,413,490,525,626,757,653,612,580,592,460,313,261,297,198,78,0
208,주말,4,419,한성대입구(삼선교),하차,19,186,185,245,466,568,409,408,483,509,504,502,556,503,466,388,404,480,307,290
209,주말,4,420,혜화,승차,219,234,206,356,363,511,538,868,1193,1677,2325,2472,2646,2349,2143,2835,2332,1873,718,0
210,주말,4,420,혜화,하차,44,328,277,493,935,1413,1793,2690,3834,3064,2686,2450,2585,1590,1040,792,665,542,381,40
211,주말,4,421,동대문,승차,171,64,92,132,137,216,301,523,703,913,1127,1159,1012,880,776,638,622,492,433,15
212,주말,4,421,동대문,하차,33,111,130,170,464,719,761,1020,965,1099,848,684,650,568,513,374,289,181,119,27
213,주말,4,422,동대문역사문화공원(DDP),승차,174,193,164,299,431,594,624,874,926,979,1242,1363,1475,1440,1279,1081,1021,940,584,0
214,주말,4,422,동대문역사문화공원(DDP),하차,32,163,200,334,508,734,868,847,1170,1141,1071,995,896,821,830,582,597,382,391,9
215,주말,4,423,충무로,승차,105,149,191,405,660,723,647,750,713,804,875,1027,1086,1033,692,734,652,564,236,0
216,주말,4,423,충무로,하차,88,704,428,393,573,732,786,836,995,1057,892,884,819,687,545,474,491,429,425,22
217,주말,4,424,명동,승차,134,124,155,440,890,1366,1509,1715,2092,2367,2713,2950,3371,3308,3254,2990,3013,3339,1659,0
218,주말,4,424,명동,하차,50,775,700,948,1559,2246,2827,3381,3902,3651,4108,3673,3632,3249,2272,1713,1102,701,333,50
219,주말,4,425,회현(남대문시장),승차,101,97,125,290,406,515,638,670,695,829,813,833,830,859,549,411,595,232,54,1
220,주말,4,425,회현(남대문시장),하차,16,395,265,683,502,631,960,673,762,834,774,625,523,398,272,249,269,195,167,19
221,주말,4,426,서울역,승차,109,133,133,214,271,364,353,480,502,390,369,449,477,466,356,246,248,182,72,0
222,주말,4,426,서울역,하차,39,359,278,359,436,692,629,870,829,861,1119,1142,1215,971,893,785,773,572,351,160
223,주말,4,427,숙대입구(갈월),승차,74,159,143,218,315,528,440,548,722,635,514,744,593,612,414,530,302,280,129,0
224,주말,4,427,숙대입구(갈월),하차,13,148,128,213,364,493,475,442,718,696,645,507,512,549,438,391,427,370,276,0
225,주말,4,428,삼각지,승차,14,29,34,56,73,87,95,173,368,201,198,152,127,136,95,78,61,68,19,0
226,주말,4,428,삼각지,하차,28,63,55,112,183,352,231,153,199,238,173,152,153,173,111,132,127,155,108,8
227,주말,4,429,신용산,승차,42,68,77,131,156,217,234,306,448,423,534,553,586,623,541,531,576,348,151,0
228,주말,4,429,신용산,하차,23,98,138,205,334,338,442,416,496,557,488,456,406,374,387,288,207,151,79,0
229,주말,4,430,이촌(국립중앙박물관),승차,34,65,53,115,180,236,250,441,437,356,419,316,339,272,168,167,175,107,25,0
230,주말,4,430,이촌(국립중앙박물관),하차,17,126,89,241,346,514,324,287,441,299,343,384,300,271,212,189,166,166,100,0
231,주말,4,431,동작(현충원),승차,11,26,26,91,58,60,58,86,76,122,117,127,91,78,53,35,40,17,9,0
232,주말,4,431,동작(현충원),하차,5,53,68,63,74,77,73,83,110,88,105,109,100,97,59,57,41,51,23,31
233,주말,4,432,총신대입구(이수),승차,132,251,235,385,583,616,673,798,957,929,806,760,675,565,477,408,516,431,193,0
234,주말,4,432,총신대입구(이수),하차,11,174,142,280,490,704,534,633,790,835,942,1091,1049,1052,747,640,664,518,351,34
235,주말,4,433,사당,승차,223,299,306,481,769,961,977,1027,1141,1183,1119,1037,976,860,761,758,739,615,195,1
236,주말,4,433,사당,하차,31,363,183,282,557,620,601,763,786,868,926,1072,1187,1158,897,819,721,674,457,79
237,주말,4,434,남태령,승차,8,6,18,31,30,26,37,62,50,52,56,70,34,35,14,19,6,8,2,0
238,주말,4,434,남태령,하차,0,19,13,22,23,35,30,33,37,39,39,44,29,25,51,26,39,21,10,4
733,평일,4,409,당고개,승차,340,773,2231,2177,1152,699,670,640,659,607,580,547,581,581,427,251,212,165,75,15
734,평일,4,409,당고개,하차,0,183,299,458,357,321,328,452,508,509,596,774,934,1382,1570,1098,867,767,675,236
735,평일,4,410,상계,승차,566,1802,4476,3537,1740,1113,955,986,1028,823,814,812,864,859,606,399,379,410,156,22
736,평일,4,410,상계,하차,6,218,296,759,557,482,567,641,715,799,921,1136,1417,2355,2898,1821,1483,1463,836,428
737,평일,4,411,노원,승차,452,1246,2543,2492,1342,991,956,1205,1200,995,1202,1199,1365,1395,1021,1125,1010,989,562,86
738,평일,4,411,노원,하차,19,222,498,1243,1382,945,789,1030,1179,1200,1393,1444,2032,3179,3561,2003,1518,1469,878,375
739,평일,4,412,창동,승차,648,1914,4722,3727,2060,1455,1320,1426,1476,1341,1445,1389,1584,1612,1132,798,741,737,341,57
740,평일,4,412,창동,하차,92,351,612,1458,1273,965,927,1088,1362,1419,1560,1970,2224,3730,4405,2669,2006,1900,1239,463
741,평일,4,413,쌍문,승차,856,2446,6337,6112,3103,1938,1553,1594,1569,1347,1226,1335,1353,1465,1049,659,585,442,214,45
